169086.city,mISABELA,ISABELA
187367.fname,Mrico,Mirco
159387.lname,Prsill,Prill
84146.statevalue,AvK,AK
178055.statevalue,KA,AK
183000.fname,Tong,Toong
6211.areacode,501.0,802
7015.haschild,iY,Y
145857.fname,Symed,Syed
98762.gender,zF,F
133998.phone,289b-5710,289-5710
100363.phone,1463159,146-3159
138994.phone,662-6004,626-6004
56261.fname,Naavin,Navin
210.fname,Nik,Cristiano
12159.phone,78-5929,788-5929
145325.statevalue,C,DC
127039.fname,eena,Deena
68316.maritalstatus,tS,S
54939.phone,19-2103,219-2103
137760.phone,74-39965,743-9965
131156.lname,Middeldrp,Middeldorp
157441.fname,Silaja,Sailaja
194216.statevalue,DS,SD
63160.haschild,,Y
101361.city,UNDERhWOOD,UNDERWOOD
132892.phone,854-842t5,854-8425
140525.maritalstatus,,S
157902.statevalue,ArK,AK
146027.gender,pM,M
77894.statevalue,kWI,WI
195602.fname,Margariat,Margarita
141458.phone,317-n3166,317-3166
194797.city,CROFON,CROFTON
155957.lname,Wiggrt,Wiggert
172013.haschild,,Y
177877.haschild,***,N
38948.gender,pM,M
64569.gender,,F
103784.fname,Tade,Teade
110998.city,ANOVER,ANDOVER
167648.fname,Mvatthey,Matthey
195476.haschild,,N
30005.statevalue,WzA,WA
172188.phone,439-562,439-1562
148452.city,REEN BAY,GREEN BAY
4253.zip,72640.0,76099
173457.maritalstatus,***,S
119367.city,ZEPHYRILLS,ZEPHYRHILLS
11521.city,BLAIEN,BLAINE
158115.gender,,F
85840.lname,Demnphlous,Demphlous
4549.zip,1907.0,96727
185570.city,EPPINcG,EPPING
195399.gender,pF,F
37168.gender,,M
2873.zip,54121.0,80328
39214.phone,249c-8188,249-8188
122852.haschild,eY,Y
62713.statevalue,KA,AK
111578.lname,Ehrenfexucht,Ehrenfeucht
160530.phone,766-359,766-3059
146217.gender,***,M
91172.fname,Anuajn,Anujan
161063.gender,***,F
144706.haschild,***,N
43227.statevalue,AV,VA
195485.fname,Hrito,Hristo
51201.lname,rouse,Crouse
64384.lname,Marinvoa,Marinova
121602.city,NORTH MYRTLEBEACH,NORTH MYRTLE BEACH
50308.haschild,,N
37602.statevalue,NM,MN
98401.fname,lUrike,Ulrike
164156.haschild,***,N
87496.haschild,***,Y
2777.areacode,702.0,605
185641.city,BIMINGHAM,BIRMINGHAM
198571.phone,600-3758,600-3785
140021.fname,Narriman,Nariman
126668.phone,86-1594,886-1594
36695.statevalue,AyK,AK
163551.maritalstatus,,S
45137.lname,Alohammad,Almohammad
165247.gender,***,M
163258.city,HARTSLE,HARTSEL
74367.city,ARsECIBO,ARECIBO
72584.haschild,,N
4151.zip,54121.0,89318
48149.phone,734-230q1,734-2301
95394.fname,atk,Matk
161163.fname,Hoad,Hoda
88166.maritalstatus,,S
145962.statevalue,qTN,TN
106138.lname,Macekaness,Mackaness
129900.phone,956-489,956-4489
39889.lname,McFqarlane,McFarlane
8239.fname,Belen,Sebastiaan
4044.zip,1907.0,55782
121504.lname,Pievkina,Pivkina
136094.lname,Luek,Luke
57649.haschild,zY,Y
81296.gender,bF,F
131352.lname,Mssoumi,Massoumi
130394.haschild,***,Y
166240.phone,94-4789,994-4789
157201.phone,i922-6340,922-6340
3107.areacode,702.0,256
105377.statevalue,KA,AK
125424.gender,***,F
1360.areacode,702.0,318
16397.lname,Laplate,Laplante
24453.statevalue,VW,WV
63986.gender,xF,F
148738.phone,108-9601,108-6901
65921.fname,Iakvos,Iakovos
81106.statevalue,dIA,IA
114403.lname,Rieesnhuber,Riesenhuber
163196.city,NAPLSE,NAPLES
70667.haschild,,Y
102182.haschild,***,N
118421.maritalstatus,***,S
192165.gender,,F
142409.statevalue,R,AR
35193.phone,371-17x22,371-1722
42114.statevalue,S,KS
74916.maritalstatus,,S
185035.gender,***,M
59755.lname,tPangrle,Pangrle
83150.city,MABLETjON,MABLETON
170560.lname,Wxeghorst,Weghorst
123836.haschild,,N
92280.maritalstatus,,M
160553.phone,400-7453,400-7543
27036.lname,inzer,Linzer
714.zip,89140.0,20732
4793.zip,1907.0,8225
120370.haschild,,Y
65666.city,SgAN GERMAN,SAN GERMAN
190834.city,LYCOMIGN,LYCOMING
65074.haschild,***,Y
94440.statevalue,K,AK
181483.city,WAKEIELD,WAKEFIELD
198476.phone,565-4913,655-4913
84354.haschild,***,Y
53046.city,KINGSPORyT,KINGSPORT
96272.lname,Francksno,Franckson
124189.statevalue,AkK,AK
133905.fname,Gomdar,Godmar
154253.gender,xF,F
191748.city,DENVRE,DENVER
152179.haschild,***,N
63549.gender,rM,M
8909.gender,,M
53578.phone,51-3898,510-3898
197400.fname,ilviu,Silviu
1191.areacode,862.0,810
199389.phone,29-63384,296-3384
2818.areacode,702.0,808
3237.zip,72640.0,65348
160368.gender,lF,F
86217.fname,Pienricola,Piernicola
162654.statevalue,lAL,AL
49878.maritalstatus,,S
89939.haschild,uN,N
105015.haschild,***,Y
85576.haschild,,N
118208.city,PALI,PAOLI
161761.city,HERNANDEeZ,HERNANDEZ
156523.city,PAeSCOAG,PASCOAG
109590.city,MOROlVIS,MOROVIS
56139.statevalue,AnK,AK
122920.maritalstatus,***,S
181054.gender,mM,M
191705.city,BOSoTON,BOSTON
49995.fname,uhayya,Suhayya
100657.city,NARANJTO,NARANJITO
47268.fname,Anstasia,Anastasia
137023.statevalue,AmK,AK
23754.phone,38-4245,438-4245
143262.fname,Alonz,Alfonz
87334.gender,,F
96248.maritalstatus,eS,S
82925.city,SANT ACRUZ,SANTA CRUZ
109986.gender,xF,F
67043.maritalstatus,uS,S
173882.maritalstatus,hS,S
20952.maritalstatus,kM,M
39714.lname,Rosencrapns,Rosencrans
86127.statevalue,dPA,PA
139492.city,NASHILLE,NASHVILLE
166980.gender,***,M
69259.statevalue,K,AK
186610.statevalue,AV,VA
183044.city,ESA,MESA
80285.maritalstatus,fM,M
155874.statevalue,KA,AK
147611.gender,iM,M
82837.gender,aF,F
72316.gender,***,F
4605.haschild,bN,N
166457.maritalstatus,,M
51698.haschild,***,N
71119.phone,355-3165,355-1365
12723.fname,Zhgen,Zhigen
151693.maritalstatus,***,S
27203.lname,Meitnr,Meitner
183387.haschild,,N
131262.maritalstatus,***,M
36112.haschild,zY,Y
150994.gender,pM,M
109913.gender,***,M
136052.lname,Muhammad***,Muhammad
120451.maritalstatus,dS,S
175146.phone,741-6252,471-6252
39390.statevalue,CxA,CA
59443.statevalue,WzV,WV
170181.gender,***,M
2967.fname,Hovav,Franis
91042.maritalstatus,,S
402.fname,Atnony,Antony
112424.lname,Cecli,Cecil
135933.statevalue,bNV,NV
27544.statevalue,TC,CT
78834.haschild,vY,Y
158581.city,GUADILLA,AGUADILLA
196333.statevalue,HO,OH
94011.fname,Valmter,Valter
127382.haschild,,N
5583.fname,Rsli,Rosli
194223.city,GRENiVILLE,GRENVILLE
191848.gender,,F
193663.gender,***,M
134933.city,REON,RENO
32872.haschild,,N
1717.gender,,F
2246.areacode,702.0,907
140919.statevalue,hIA,IA
151662.fname,Pig,Ping
175601.gender,,M
38991.lname,eKhl,Kehl
83484.lname,Edmrak,Edmark
21539.fname,Sendqhil,Sendhil
41939.haschild,tY,Y
13068.phone,523-3622,523-3262
100947.haschild,uN,N
153175.haschild,,N
184044.haschild,,N
99076.phone,99-2651,969-2651
51558.fname,Gearry,Gerry
74689.city,LORIDA,FLORIDA
4473.zip,54121.0,3779
87798.lname,dWillinger,Willinger
192893.statevalue,YW,WY
4053.zip,72640.0,58278
983.zip,89140.0,20427
18849.lname,Taksaki,Takaki
16393.haschild,tN,N
26140.gender,tF,F
155484.fname,Bomsup,Beomsup
88294.statevalue,TU,UT
105219.phone,810-1483,810-4183
41339.fname,iHromi,Hiromi
31613.phone,5192-009,519-2009
162524.gender,***,F
35173.statevalue,K,AK
136975.lname,Sunareshan,Sundareshan
20110.lname,Vlaxodimitropoulso,Vlaxodimitropoulos
158949.statevalue,PtR,PR
66579.fname,aGaofeng,Gaofeng
182659.city,SNOMASS VILLAGE,SNOWMASS VILLAGE
126899.haschild,hN,N
171732.fname,Geofrey,Geoffrey
84042.city,PAvTILLAS,PATILLAS
68908.statevalue,ArK,AK
159425.phone,848-1500,848-5100
71188.gender,***,F
90043.statevalue,pOK,OK
34940.haschild,bN,N
110661.fname,Tanxu,Tianxu
59805.lname,mKindlmann,Kindlmann
68470.fname,Yanhui,Yuanhui
130993.haschild,,N
125669.haschild,,Y
61582.haschild,hY,Y
123385.haschild,aN,N
155734.haschild,zY,Y
190574.haschild,***,N
16261.statevalue,oAK,AK
6362.haschild,sN,N
72734.lname,Aayan,Abayan
74610.maritalstatus,gS,S
171697.statevalue,D,ND
48675.maritalstatus,eM,M
67993.maritalstatus,,M
142140.maritalstatus,***,M
79004.fname,Croin,Corin
86411.maritalstatus,fS,S
61479.haschild,***,Y
121020.statevalue,xUT,UT
101564.gender,kF,F
147446.fname,Joawad,Jawad
150908.statevalue,K,AK
197952.haschild,***,N
14222.lname,Ablicki,Albicki
118335.city,PLEASANTg PLAINS,PLEASANT PLAINS
100053.phone,345-37p60,345-3760
84740.gender,,F
35147.statevalue,MN,NM
193387.haschild,***,Y
165262.phone,67-2101,967-2101
12262.gender,nM,M
78051.gender,,M
143597.haschild,***,Y
99538.city,MINOuT,MINOT
99850.statevalue,Y,KY
4372.statevalue,V,NV
122017.statevalue,K,AK
154324.lname,Calalway,Callaway
185762.statevalue,ArK,AK
4170.phone,322-u3082,322-3082
151657.city,FAIRFIEDL,FAIRFIELD
188138.gender,,F
104943.phone,423m-5567,423-5567
166046.statevalue,KA,AK
121603.haschild,,N
138796.statevalue,KA,AK
55212.fname,Rahn,Rhan
9003.gender,kF,F
95441.lname,Lepeer,Leeper
46518.maritalstatus,,S
18834.phone,549-2026,549-2062
1249.zip,72640.0,82723
3685.zip,8203.0,23146
71878.phone,230-m6253,230-6253
178645.maritalstatus,***,M
130728.phone,727-771a3,727-7713
3666.zip,1907.0,71430
75802.gender,***,F
140099.lname,Wehitener,Whitener
137333.city,GARDE CITY,GARDEN CITY
46852.city,AGUADILLA***,AGUADILLA
142308.fname,Leelaniavs,Leelanivas
132331.fname,Einosihn,Einoshin
28442.fname,Bnen,Benn
76344.city,EWST BRIDGEWATER,WEST BRIDGEWATER
81115.gender,***,M
157381.city,MpAYAGUEZ,MAYAGUEZ
167001.maritalstatus,,M
102463.city,BERLIcN,BERLIN
182873.haschild,,Y
185019.statevalue,AvR,AR
21339.fname,Felicta,Felicita
163690.gender,,M
32574.statevalue,sSC,SC
55360.statevalue,KA,AK
94577.maritalstatus,***,M
120595.fname,Shma,Sham
42425.haschild,,Y
29005.haschild,,Y
24265.city,EASTK ILLINGLY,EAST KILLINGLY
128408.statevalue,N,MN
157420.phone,9313068,931-3068
23034.city,ACSTALIA,CASTALIA
32658.fname,Wariwch,Warwich
30428.maritalstatus,***,S
106359.phone,985-12v65,985-1265
103226.maritalstatus,,M
193135.city,LICTHFIELD,LITCHFIELD
20575.lname,cDufourd,Dufourd
55353.gender,***,M
93820.gender,cF,F
60529.phone,56b7-9100,567-9100
3421.statevalue,zAZ,AZ
69502.maritalstatus,,M
30551.gender,,M
78318.lname,Pflugprad,Pflugrad
66950.maritalstatus,dS,S
192372.city,HONLULU,HONOLULU
1799.zip,78521.0,11961
51986.gender,fM,M
44524.lname,Schmiedecl,Schmiedel
139982.phone,625-3n001,625-3001
102903.statevalue,DN,ND
2882.maritalstatus,***,M
51518.gender,kM,M
168752.city,PAHRtUMP,PAHRUMP
314.zip,72640.0,54473
3874.zip,1907.0,692
148532.statevalue,K,AK
13481.lname,Hatsgai,Hatsagi
25693.city,uCARROLLTON,CARROLLTON
170335.lname,Berqivst,Berqvist
14664.lname,Proksurowski,Proskurowski
70609.maritalstatus,,M
86150.gender,sF,F
18479.gender,***,F
120297.lname,rackx,Brackx
179434.lname,ogni,Togni
2938.zip,72640.0,84620
3519.haschild,uN,N
176476.city,OCKFORD,ROCKFORD
196204.haschild,,Y
170845.city,DELA,DELTA
170117.fname,Tyroe,Tyrone
125298.lname,Heusre,Heuser
17951.maritalstatus,***,M
43418.maritalstatus,,M
70892.haschild,eY,Y
141768.haschild,zY,Y
27941.maritalstatus,,M
5178.maritalstatus,aS,S
92740.statevalue,K,AK
167613.haschild,,Y
70332.maritalstatus,uM,M
91705.gender,,M
2359.zip,72640.0,77058
184768.city,AIMANALO,WAIMANALO
158167.statevalue,D,MD
64467.statevalue,N,TN
124784.statevalue,EM,ME
101571.city,DYTON,DAYTON
150824.fname,Iamari,Imari
92371.fname,rcot,Arcot
59904.statevalue,R,PR
170248.haschild,hN,N
61985.city,OoLNEY SPRINGS,OLNEY SPRINGS
1842.phone,301-9m840,301-9840
148527.haschild,,N
95078.phone,014-3889,104-3889
80203.fname,Aydni,Aydin
103185.maritalstatus,***,S
21755.fname,pyrose,Spyrose
9977.lname,orobyov,Vorobyov
159924.haschild,dY,Y
46566.haschild,,Y
77489.lname,abinski,Babinski
189004.statevalue,A,PA
166958.lname,Malaveat,Malaveta
198544.fname,ullen,Cullen
170080.gender,kM,M
183085.city,ARLPH,RALPH
90694.gender,***,M
160858.statevalue,dNM,NM
50086.statevalue,FoL,FL
93220.phone,27-9216,278-9216
156479.gender,***,F
49195.phone,564-3106,564-1306
6182.city,LA PLAAT,LA PLATA
159735.statevalue,RA,AR
136558.fname,Mqalay,Malay
193563.phone,3o64-1192,364-1192
167937.city,HRMIGUEROS,HORMIGUEROS
132669.gender,,F
992.zip,72640.0,35070
181079.city,PPAAIKOU,PAPAIKOU
47997.gender,***,M
34143.city,ORT SANILAC,PORT SANILAC
4465.zip,1907.0,82838
104443.gender,***,M
119913.maritalstatus,,S
118656.lname,Elhpick,Elphick
64877.gender,zM,M
14921.gender,***,M
66314.gender,,F
124520.statevalue,K,AK
124213.city,AUSTqIN,AUSTIN
58904.phone,126-4720,126-4702
90986.gender,***,F
191322.city,FOpRT WAYNE,FORT WAYNE
36875.gender,***,F
121136.maritalstatus,kS,S
11814.statevalue,kOH,OH
14874.statevalue,YW,WY
177746.fname,Luobng,Luong
22846.phone,952-1176,952-1167
78819.haschild,***,N
27695.city,EAST ANDOVRE,EAST ANDOVER
84487.fname,Ferrouodja,Ferroudja
51392.phone,514-27l98,514-2798
116472.statevalue,K,AK
128193.gender,aF,F
99468.phone,5934-529,593-4529
149169.statevalue,TU,UT
46438.lname,Ciorbda,Ciorba
163708.lname,uFeast,Feast
33322.gender,,M
40727.maritalstatus,yS,S
175149.city,TMPA,TAMPA
68281.gender,,M
159592.haschild,zN,N
60299.city,rLAGRANGE,LAGRANGE
18210.lname,Elnhardt,Elhardt
121524.city,ILLCOX,WILLCOX
178724.maritalstatus,oS,S
13160.lname,Nepxomniaschy,Nepomniaschy
174049.phone,3126-164,312-6164
123400.fname,Chienwyen,Chienwen
177916.phone,969-72r51,969-7251
50947.fname,Basem,Bassem
168078.fname,Kjafrtan,Kjartan
135621.statevalue,A,GA
6781.fname,Xiangning,Visit
79601.haschild,,N
180584.haschild,,Y
43902.maritalstatus,,S
82938.maritalstatus,,M
25089.maritalstatus,***,M
22510.maritalstatus,***,M
38772.gender,,M
180319.statevalue,I,MI
134657.phone,50-8348,590-8348
146382.phone,184u-4174,184-4174
114948.lname,aVnderstoep,Vanderstoep
90051.gender,***,F
136240.phone,3732-475,373-2475
138806.statevalue,OC,CO
130765.statevalue,L,FL
177185.maritalstatus,tM,M
163839.statevalue,I,WI
167665.maritalstatus,mS,S
45232.haschild,,Y
122990.haschild,pY,Y
103345.maritalstatus,***,M
78775.fname,Eberardt,Eberhardt
34769.fname,Heinlz,Heinz
7234.areacode,501.0,763
148773.haschild,gY,Y
143868.statevalue,NmV,NV
140115.phone,270-7036,207-7036
179200.phone,838-n4111,838-4111
187515.lname,Baler,Basler
183420.haschild,***,N
166159.statevalue,AP,PA
154748.fname,Bernihe,Bernie
63298.city,NuAGUABO,NAGUABO
103483.haschild,iY,Y
113834.gender,oM,M
188084.lname,Clo,Col
50328.city,EBRON,HEBRON
136106.fname,nujan,Anujan
49327.city,MISHICTO,MISHICOT
59363.fname,eDrick,Derick
148639.maritalstatus,,M
148743.phone,16-8966,916-8966
194595.statevalue,TV,VT
151897.maritalstatus,,M
26412.lname,Pulg,Plug
79929.lname,mHuthnance,Huthnance
154491.haschild,yY,Y
150658.statevalue,VN,NV
3629.fname,Belen,Kari
19214.gender,***,F
58661.phone,28-8804,289-8804
190073.fname,cYalin,Yalin
126089.city,BEECHMNT,BEECHMONT
113062.lname,Ianda,Inada
5429.phone,446-z7880,446-7880
32977.lname,arbosa,Barbosa
126572.haschild,,N
48576.haschild,cN,N
141996.phone,730-958,730-1958
3124.areacode,702.0,603
139951.gender,vM,M
76970.haschild,***,Y
52807.city,ARICAO,MARICAO
170802.phone,29-44490,294-4490
91294.gender,,F
171480.haschild,***,N
146831.haschild,***,N
158791.fname,Suarab,Saurab
36751.statevalue,A,PA
146261.phone,6n48-7483,648-7483
145436.phone,50a9-8176,509-8176
149003.lname,ias,Bias
50636.fname,Hdetosi,Hidetosi
110818.gender,,M
139940.statevalue,IM,MI
617.zip,54121.0,2118
314.areacode,702.0,608
35099.statevalue,KA,AK
16145.lname,Kalub,Kalb
26836.gender,jF,F
119963.phone,616-8966,661-8966
195494.haschild,***,Y
171495.phone,230-4c642,230-4642
6741.areacode,508.0,229
125172.city,WSAHINGTON,WASHINGTON
140955.gender,,F
85870.fname,Manyd,Mandy
120153.gender,,M
3838.areacode,862.0,406
91411.gender,sF,F
20851.statevalue,DI,ID
79979.statevalue,DN,ND
89907.lname,Amieur,Aimeur
41075.city,WINHCESTER,WINCHESTER
103483.lname,Cimikowskni,Cimikowski
72654.gender,,M
103322.maritalstatus,,S
26168.statevalue,WlV,WV
137020.fname,iYming,Yiming
159359.statevalue,NmH,NH
190386.maritalstatus,***,S
53330.gender,,M
136965.lname,chapire,Schapire
164179.phone,899-304,899-9304
71008.maritalstatus,***,S
416.zip,78521.0,19734
151944.fname,uYli,Yuli
62524.statevalue,oMI,MI
91552.maritalstatus,nS,S
26326.gender,oM,M
72013.fname,Vidra,Vidar
117158.haschild,,N
100962.statevalue,V,WV
61863.city,IfNDIANAPOLIS,INDIANAPOLIS
22380.gender,***,F
57222.fname,Orlanod,Orlando
177879.city,GILLwETTE,GILLETTE
99422.fname,Yeonfa,Yeona
13537.gender,,F
92974.gender,,F
140133.phone,379-f9732,379-9732
22416.phone,860-55j36,860-5536
112893.maritalstatus,yS,S
85521.gender,iM,M
101881.statevalue,wWY,WY
148860.phone,817-m1869,817-1869
152545.city,GuOODMAN,GOODMAN
38657.fname,Zdravjko,Zdravko
143354.maritalstatus,,S
127962.lname,Kleyel,Kleyle
156811.fname,Stia,Sita
71666.statevalue,D,ND
46798.city,BOISoE,BOISE
95559.haschild,eN,N
23194.lname,Zkaumen,Zaumen
4471.fname,Sudhanshu,Monica
31279.statevalue,A,IA
105406.statevalue,KA,AK
150059.gender,oF,F
43035.maritalstatus,***,S
18970.statevalue,E,ME
60278.fname,Ashfoaq,Ashfaq
62187.fname,Mikito,Mikio
147692.statevalue,CyT,CT
3155.zip,72640.0,7091
4333.zip,72640.0,72124
114667.maritalstatus,,S
184477.phone,11-5973,911-5973
163183.lname,odendorf,Bodendorf
89007.statevalue,IW,WI
24440.phone,799-m2003,799-2003
156199.maritalstatus,,M
156155.lname,Czajmkowski,Czajkowski
120528.statevalue,hMI,MI
24796.haschild,,N
163490.statevalue,K,AK
180029.haschild,yY,Y
142170.phone,558-8817,558-8871
135989.statevalue,L,AL
87222.fname,yndi,Cyndi
91051.phone,10-1665,105-1665
66523.statevalue,I,RI
19824.maritalstatus,***,S
42547.fname,Woldzimierz,Wlodzimierz
36829.lname,Biranbaum,Birnbaum
140602.lname,Parkfin,Parkin
59940.city,HEELER,WHEELER
83770.haschild,***,Y
183765.maritalstatus,***,S
143451.maritalstatus,***,M
182989.fname,shwani,Ashwani
8951.maritalstatus,kS,S
3985.zip,78521.0,13360
189339.fname,Stanyl,Stanly
154958.city,AHL,ZAHL
125550.gender,iF,F
121598.gender,***,M
150808.haschild,,N
32186.gender,***,F
68187.maritalstatus,aM,M
4867.haschild,sY,Y
184919.maritalstatus,wS,S
138594.haschild,***,N
112562.phone,160-7182,160-7128
18515.haschild,,N
62478.city,CLOE CAMP,COLE CAMP
190376.city,TEMPERANCEVILE,TEMPERANCEVILLE
760.zip,72640.0,72126
39087.phone,87-4297,878-4297
162420.gender,,M
184126.gender,,M
40699.phone,331-b9932,331-9932
75306.gender,bF,F
183991.city,COLUMBA,COLUMBIA
2887.zip,72640.0,73853
196712.maritalstatus,dM,M
143986.city,MARLBOROUH,MARLBOROUGH
115185.lname,Duijvestjin,Duijvestijn
72314.lname,Gillreon,Gilleron
104059.city,EPLHAM,PELHAM
35887.gender,***,F
12352.lname,Slaice,Salice
3350.areacode,862.0,860
35975.statevalue,O,CO
42240.statevalue,O,MO
124749.statevalue,A,MA
196397.gender,,F
159889.city,LAyJAS,LAJAS
63797.statevalue,N,IN
3452.zip,72640.0,89311
137109.gender,***,M
140719.gender,***,F
194337.lname,Bafbaguchi,Babaguchi
121300.lname,Feldoer,Felder
116641.fname,Shngo,Shingo
136896.statevalue,LI,IL
58998.city,PETEROROUGH,PETERBOROUGH
2142.zip,72640.0,99754
1149.zip,54121.0,59855
8198.fname,Xiangning,Peing
4407.zip,89140.0,50214
197158.lname,Frburger,Freburger
166759.statevalue,H,NH
135788.city,HNOLULU,HONOLULU
95754.fname,Iles,Ilies
108729.statevalue,OpR,OR
12567.gender,***,M
41382.statevalue,EM,ME
69248.maritalstatus,,M
188974.statevalue,hAK,AK
17731.phone,793-5652,739-5652
192541.statevalue,TU,UT
14311.gender,,M
174105.city,WETUMPKuA,WETUMPKA
148914.maritalstatus,uS,S
195734.gender,,M
12394.gender,hF,F
84793.maritalstatus,***,S
24572.city,AMSTOoN,AMSTON
68040.haschild,uY,Y
14302.haschild,eN,N
3476.zip,8203.0,48729
198734.gender,***,F
14432.fname,Jnhua,Jinhua
163294.city,OROCcOVIS,OROCOVIS
102134.statevalue,MtS,MS
6623.city,WAKEFEILD,WAKEFIELD
44021.city,SA NSEBASTIAN,SAN SEBASTIAN
65521.phone,6f13-2473,613-2473
124066.haschild,vY,Y
100059.fname,Liga,Lia
126683.city,GENAO,GENOA
140797.lname,Winbaum,Weinbaum
11326.lname,Buchinvger,Buchinger
48366.maritalstatus,qS,S
85891.city,WEST ABLDWIN,WEST BALDWIN
153671.statevalue,IW,WI
122366.haschild,oN,N
47882.city,FEDLA,FELDA
51275.fname,aLes,Les
126715.fname,Arauni,Arani
22965.phone,770-8344,707-8344
103532.maritalstatus,,M
135170.city,ATENS,ATHENS
173803.phone,630-485,630-4885
146259.city,BEDmFORD,BEDFORD
156290.city,SAND PIONT,SAND POINT
26249.lname,Dinsenmeyekr,Dinsenmeyer
80626.city,MACHAS,MACHIAS
2513.zip,89140.0,96803
3317.zip,72640.0,98276
57358.phone,263-2100,263-2010
119577.lname,Mauboussni,Mauboussin
97258.haschild,,N
140425.lname,Ksualik,Kusalik
119052.statevalue,MyT,MT
126473.city,AIBONIpTO,AIBONITO
147619.haschild,kN,N
4782.zip,54121.0,71431
2681.zip,78521.0,32190
172493.phone,508-356,508-3356
35662.statevalue,KA,AK
157540.maritalstatus,,S
114745.fname,Tinxu,Tianxu
100630.phone,1896-399,189-6399
150983.statevalue,D,ND
87605.phone,c855-8441,855-8441
24590.lname,Lipponne,Lipponen
119199.haschild,,N
193450.city,BUE RIVER,BLUE RIVER
86368.maritalstatus,zS,S
164773.city,WASHINGON,WASHINGTON
162298.fname,leanor,Eleanor
190128.lname,Legegt,Legget
221.fname,Belen,Anthong
53281.maritalstatus,,M
111109.maritalstatus,mS,S
95968.statevalue,pTX,TX
38064.fname,Cavrin,Carin
111703.statevalue,nAK,AK
102073.haschild,***,Y
6299.lname,ellman,Wellman
75965.phone,03-7219,403-7219
103489.haschild,***,N
74017.statevalue,K,AK
187859.fname,Friederr,Frieder
114054.haschild,,N
24928.gender,***,M
35263.haschild,***,N
196925.gender,,F
175047.gender,***,F
137041.gender,,M
135877.maritalstatus,,S
178813.statevalue,A,PA
175136.city,ELENDALE,ELLENDALE
89316.statevalue,AsK,AK
78903.gender,jM,M
192435.statevalue,pCT,CT
155171.lname,Oshisnwo,Oshisanwo
116937.gender,***,M
110689.statevalue,JN,NJ
62459.gender,qM,M
105329.maritalstatus,tS,S
58560.city,MAUANBO,MAUNABO
44990.city,SAN SEBSTIAN,SAN SEBASTIAN
87694.city,BERTRAoND,BERTRAND
39443.gender,***,M
67575.lname,Kauffmnn,Kauffmann
57065.statevalue,MsD,MD
16465.fname,rHenke,Henke
122550.gender,,F
4618.phone,814-8q177,814-8177
97339.city,NEWMILFORD,NEW MILFORD
179027.fname,Concepcon,Concepcion
36953.haschild,***,Y
17527.fname,iMngjian,Mingjian
161679.maritalstatus,pM,M
100488.maritalstatus,,M
111902.phone,4p94-7091,494-7091
187328.haschild,eY,Y
83995.statevalue,T,MT
1099.areacode,501.0,615
123633.lname,Caeln,Caelen
94805.city,FLROENCE,FLORENCE
157634.statevalue,OvK,OK
181883.statevalue,KA,AK
125436.gender,,M
183999.gender,***,M
69430.phone,689-4573,869-4573
151622.phone,855-7798,855-7789
100004.haschild,,N
3987.fname,Ubveda,Ubeda
45117.haschild,sN,N
59609.haschild,***,N
61671.maritalstatus,***,S
